timestamp_of_peak,value_of_peak,label_of_peak,idx_of_peak
2456188.6145833335,32.12352,NSKP,14027
2456188.677083333,32.24346,NSKP,14033
2456189.0104166665,33.47251,NSKP,14065
2456189.4583333335,82.65973,NSKP,14108
2456193.2395833335,33.7313,NSKP,14471
2456193.302083333,39.12006,NSKP,14477
2456193.604166667,35.74796,NSKP,14506
2456197.4895833335,38.03625,NSKP,14879
2456199.8854166665,31.18584,NSKP,15109
2456201.8958333335,41.15199,NSKP,15302
2456204.229166667,38.61985,NSKP,15526
2456205.3229166665,47.95408,NSKP,15631
2456207.0625,41.22131,NSKP,15798
2456211.2708333335,41.74342,NSKP,16202
2456216.302083333,36.8954,NSKP,16685
2456220.4166666665,62.20492,NSKP,17080
2456228.0208333335,26.53672,SKP,17810
2456231.9583333335,32.98096,NSKP,17821
2456231.979166667,34.26428,NSKP,17823
2456232.0729166665,38.29859,NSKP,17832
2456232.125,35.98049,NSKP,17837
2456232.7083333335,40.03939,SKP,17893
2456238.15625,18.50245,NSKP,18416
2456238.1875,18.54559,NSKP,18419
2456238.21875,18.68384,NSKP,18422
2456244.979166667,44.5183,NSKP,19071
2456246.53125,27.28301,NSKP,19220
2456246.5833333335,29.3967,NSKP,19225
2456246.6354166665,28.25997,NSKP,19230
2456264.802083333,33.11508,NSKP,20974
2456266.7604166665,54.67542,NSKP,21162
2456283.3645833335,25.82408,NSKP,21975
2456323.9583333335,48.89619,NSKP,25872
2456326.3645833335,28.42281,SKP,26103
2456332.90625,39.10495,SKP,26731
2456364.0104166665,28.79388,NSKP,29717
2456364.1145833335,32.71889,NSKP,29727
2456364.3854166665,43.38173,NSKP,29753
2456396.177083333,14.11056,NSKP,32805
2456396.4166666665,16.42931,NSKP,32828
2456396.5416666665,15.33597,NSKP,32840
2456396.6875,16.17749,NSKP,32854
2456397.09375,17.85725,NSKP,32893
2456397.177083333,17.86447,NSKP,32901
2456397.229166667,18.62208,NSKP,32906
2456397.25,19.17203,NSKP,32908
2456397.2916666665,19.67248,NSKP,32912
2456397.3958333335,14.75549,NSKP,32922
2456397.427083333,13.9071,NSKP,32925
2456397.479166667,13.03872,NSKP,32930
2456397.7395833335,16.34366,NSKP,32955
2456398.1666666665,33.26341,SKP,32996
2456399.552083333,29.1105,NSKP,33129
2456400.229166667,28.18539,NSKP,33194
2456401.979166667,26.76391,NSKP,33362
2456402.0208333335,21.00431,NSKP,33366
2456402.5833333335,14.30526,SKP,33420
2456432.90625,23.14205,NSKP,36331
2456433.7708333335,42.11466,NSKP,36414
2456434.4479166665,49.65184,NSKP,36479
2456434.59375,57.56122,NSKP,36493
2456435.604166667,38.82037,NSKP,36590
2456436.7916666665,39.71421,NSKP,36704
2456437.9166666665,45.22476,NSKP,36812
2456445.5104166665,28.29616,NSKP,37541
2456446.1666666665,30.70645,NSKP,37604
2456451.6666666665,35.6959,NSKP,38132
2456454.9583333335,35.26787,NSKP,38448
2456455.0416666665,41.75454,NSKP,38456
2456455.0833333335,43.56177,NSKP,38460
2456455.15625,39.76712,NSKP,38467
2456455.5416666665,29.93958,SKP,38504
2456456.375,26.46325,NSKP,38584
2456458.302083333,71.22936,NSKP,38769
2456458.3333333335,62.08356,NSKP,38772
2456458.354166667,71.80204,NSKP,38774
2456458.9166666665,25.26536,NSKP,38828
2456459.604166667,18.09695,NSKP,38894
2456467.46875,35.83399,NSKP,39649
2456469.21875,52.06515,NSKP,39817
2456471.9479166665,43.1582,NSKP,40079
2456475.5208333335,40.98215,NSKP,40422
2456475.71875,39.66021,NSKP,40441
2456478.25,24.33496,NSKP,40684
2456482.0625,16.90481,NSKP,41050
2456482.3854166665,35.03575,NSKP,41081
2456484.84375,22.77035,NSKP,41317
2456491.0208333335,16.6228,NSKP,41910
2456491.34375,58.2558,NSKP,41941
2456494.1354166665,29.19914,NSKP,42209
2456496.7604166665,57.00122,NSKP,42461
2456497.7708333335,34.06322,NSKP,42558
2456502.5833333335,47.6652,NSKP,43020
2456507.802083333,36.75093,NSKP,43521
2456513.7083333335,38.50483,NSKP,44088
2456537.78125,32.3627,NSKP,46399
2456538.4166666665,26.74042,NSKP,46460
2456543.78125,21.36712,NSKP,46975
2456545.9895833335,20.33156,NSKP,47187
2456546.0833333335,15.07144,NSKP,47196
2456548.229166667,42.88781,NSKP,47402
2456548.5625,64.58969,NSKP,47434
2456548.65625,81.12274,NSKP,47443
2456548.9375,77.85983,NSKP,47470
2456557.6666666665,56.81879,NSKP,48308
2456573.2395833335,56.88978,NSKP,49803
2456573.2708333335,54.25726,NSKP,49806
2456583.604166667,44.10131,NSKP,50798
2456588.1145833335,25.43158,NSKP,51231
2456597.6354166665,50.83693,NSKP,52145
2456597.78125,64.07232,NSKP,52159
2456598.3645833335,44.22199,NSKP,52215
2456604.0416666665,34.08342,NSKP,52760
2456607.427083333,26.08206,NSKP,53085
2456614.854166667,46.82733,NSKP,53798
2456624.0729166665,42.5252,NSKP,54683
2456632.8645833335,30.29573,NSKP,55527
2456648.9479166665,41.06024,NSKP,57071
2456664.1458333335,27.07404,NSKP,58530
2456669.604166667,34.99704,NSKP,59054
2456672.5208333335,26.06669,NSKP,59334
2456710.3333333335,23.70189,NSKP,62964
2456747.177083333,26.18632,NSKP,66501
2456759.0625,21.0258,NSKP,67642
2456760.1145833335,20.2245,SKP,67743
2456762.9583333335,28.26297,NSKP,68016
2456762.9895833335,29.77879,NSKP,68019
2456763.3645833335,39.45432,NSKP,68055
2456763.6666666665,35.47971,NSKP,68084
2456771.0208333335,25.62402,NSKP,68790
2456777.1145833335,20.08634,NSKP,69375
2456778.8333333335,32.87244,NSKP,69540
2456779.3125,31.19413,NSKP,69586
2456782.3645833335,32.05258,NSKP,69879
2456794.729166667,53.82116,NSKP,71066
2456802.03125,40.27949,NSKP,71767
2456805.5208333335,39.57107,NSKP,72102
2456821.6458333335,37.07415,NSKP,73650
2456822.15625,43.73882,NSKP,73699
2456826.75,28.96775,NSKP,74140
2456842.3854166665,71.27149,NSKP,75641
2456852.4583333335,25.07369,NSKP,76608
2456854.7604166665,33.47188,NSKP,76829
2456861.052083333,12.9925,NSKP,77433
2456862.2083333335,51.64834,NSKP,77544
2456865.9479166665,21.93882,NSKP,77903
2456866.302083333,43.79642,NSKP,77937
2456866.3854166665,53.81051,NSKP,77945
2456866.9479166665,36.93967,NSKP,77999
2456867.0416666665,68.74103,NSKP,78008
2456868.0833333335,27.27321,NSKP,78108
2456883.21875,54.51103,NSKP,79561
2456883.40625,48.23929,NSKP,79579
2456887.6458333335,24.6727,NSKP,79986
2456892.2708333335,24.66592,NSKP,80430
2456903.46875,27.82915,NSKP,81505
2456912.03125,19.94891,NSKP,82327
2456922.7916666665,23.75498,NSKP,83360
2456935.3958333335,26.79514,NSKP,84570
2456937.927083333,27.62762,NSKP,84813
2456938.7916666665,38.20394,NSKP,84896
2456947.1979166665,31.04791,NSKP,85703
2456947.854166667,26.08699,NSKP,85766
2456949.0625,23.60889,NSKP,85882
2456952.0625,23.53603,SKP,86170
2456954.0833333335,29.26686,NSKP,86364
2456986.0104166665,23.2485,NSKP,89429
2457127.2916666665,15.36226,NSKP,102992
2457134.96875,53.91031,SKP,103729
2457169.96875,16.56558,NSKP,107089
2457170.0,16.1496,NSKP,107092
2457173.65625,36.1586,NSKP,107443
2457174.7916666665,43.40969,NSKP,107552
2457179.4479166665,39.94678,NSKP,107999
2457183.09375,38.30768,NSKP,108180
2457183.479166667,39.05686,NSKP,108217
2457186.53125,44.13524,NSKP,108510
2457218.6875,32.08669,NSKP,109946
2457222.3333333335,30.10495,NSKP,110296
2457222.8958333335,30.12467,NSKP,110350
2457223.2916666665,59.41788,NSKP,110388
2457223.427083333,64.60419,NSKP,110401
2457223.4895833335,63.83536,NSKP,110407
2457225.1979166665,28.88265,NSKP,110571
2457231.604166667,22.15642,NSKP,111186
2457246.5,28.00837,NSKP,111369
2457259.6458333335,18.08205,NSKP,112631
2457260.03125,42.65308,NSKP,112668
2457279.5416666665,56.77082,NSKP,114541
2457279.84375,49.80862,NSKP,114570
2457285.625,23.24182,NSKP,115125
2457288.0416666665,12.8861,NSKP,115357
2457295.875,54.59357,NSKP,116109
2457296.0208333335,61.02258,NSKP,116123
2457296.96875,31.81709,NSKP,116214
2457305.1145833335,32.50508,NSKP,116996
2457309.3645833335,25.94322,NSKP,117404
2457315.4479166665,36.28745,NSKP,117956
2457317.8229166665,35.04218,NSKP,118184
2457320.75,32.83053,NSKP,118465
2457321.104166667,33.93507,NSKP,118499
2457324.5208333335,59.26674,NSKP,118827
2457324.6458333335,77.62516,NSKP,118839
2457339.46875,44.49843,NSKP,120262
2457340.5729166665,45.62495,NSKP,120368
2457346.552083333,51.27074,NSKP,120942
2457359.479166667,58.24762,NSKP,122183
2457359.5104166665,57.05291,NSKP,122186
2457359.5416666665,55.64446,NSKP,122189
2457359.6979166665,50.36562,NSKP,122204
2457360.21875,36.83785,NSKP,122254
2457360.2916666665,35.72894,NSKP,122261
2457379.229166667,56.42693,NSKP,124079
2457380.677083333,57.02989,NSKP,124218
2457384.1354166665,39.04375,NSKP,124550
2457398.25,42.38055,NSKP,125905
2457398.3854166665,56.43456,NSKP,125918
2457422.1875,28.78515,NSKP,128203
2457435.427083333,44.04979,NSKP,129474
2457443.6666666665,58.71328,NSKP,130265
2457444.229166667,42.18463,NSKP,130319
2457457.729166667,30.18168,NSKP,131615
2457458.354166667,45.06934,NSKP,131675
2457460.25,29.23253,NSKP,131857
2457461.1875,28.71412,NSKP,131947
2457464.5625,38.57375,NSKP,132271
2457476.5416666665,32.3496,NSKP,133421
2457480.0,33.97921,NSKP,133753
2457480.0833333335,54.90045,NSKP,133761
2457486.354166667,41.6806,NSKP,134363
2457490.8645833335,40.0778,NSKP,134796
2457497.6458333335,36.30791,NSKP,135447
2457506.104166667,24.92564,NSKP,136259
2457511.1875,43.00652,NSKP,136747
2457517.052083333,41.89013,NSKP,137310
2457522.2395833335,36.24017,NSKP,137808
2457523.6458333335,43.38339,NSKP,137943
2457539.1979166665,26.82265,NSKP,139436
2457545.21875,51.37202,NSKP,140014
2457545.3645833335,90.89246,NSKP,140028
2457552.78125,31.09764,NSKP,140740
2457553.3333333335,34.18575,NSKP,140793
2457562.0208333335,34.65122,NSKP,141627
2457568.302083333,32.05951,NSKP,142230
2457568.3229166665,35.2772,NSKP,142232
2457568.34375,43.35004,NSKP,142234
2457568.4375,89.53513,NSKP,142243
2457569.1145833335,67.94264,SKP,142308
2457571.3333333335,43.43402,NSKP,142521
2457579.104166667,41.29271,NSKP,143267
2457579.5208333335,36.51992,NSKP,143307
2457584.1458333335,23.3874,NSKP,143751
2457584.21875,48.78538,NSKP,143758
2457587.03125,34.74282,SKP,144028
2457588.1145833335,31.12436,NSKP,144132
2457588.354166667,29.36093,NSKP,144155
2457592.5416666665,61.07214,NSKP,144557
2457593.052083333,39.49493,NSKP,144606
2457593.104166667,41.06369,NSKP,144611
2457593.229166667,83.95094,NSKP,144623
2457602.1458333335,70.30492,NSKP,145479
2457613.2083333335,25.62795,NSKP,146541
2457614.4375,38.56741,NSKP,146659
2457617.4583333335,40.86521,NSKP,146949
2457617.6145833335,99.58134,NSKP,146964
2457622.604166667,81.47755,NSKP,147443
2457623.125,42.04083,NSKP,147493
2457631.729166667,35.59164,NSKP,148319
2457632.5,31.97554,NSKP,148393
2457642.78125,33.09007,NSKP,149380
2457642.854166667,57.53001,NSKP,149387
2457645.9895833335,29.0577,NSKP,149688
2457649.7083333335,25.55648,NSKP,150045
2457654.9583333335,52.06788,NSKP,150549
2457678.46875,33.86161,NSKP,152806
2457680.5833333335,30.24464,NSKP,153009
2457682.2708333335,35.00537,NSKP,153171
2457683.34375,114.7004,NSKP,153274
2457683.5625,104.4428,NSKP,153295
2457684.2708333335,96.27968,NSKP,153363
2457690.125,52.45754,NSKP,153925
2457691.052083333,66.23271,NSKP,154014
2457696.0625,66.49764,NSKP,154495
2457708.427083333,31.01992,NSKP,155682
2457709.0625,35.44761,NSKP,155743
2457711.0,59.69418,SKP,155929
2457722.34375,48.96241,NSKP,157018
2457723.8125,59.64462,NSKP,157159
2457741.09375,37.607,NSKP,158818
2457766.59375,32.71984,NSKP,161266
2457810.3333333335,37.82928,NSKP,165465
2457810.53125,49.77779,NSKP,165484
2457814.6354166665,40.84197,NSKP,165878
2457850.4479166665,32.72747,NSKP,169316
2457854.25,38.00854,NSKP,169681
2457855.3125,41.34245,NSKP,169783
2457857.2708333335,34.44652,NSKP,169971
2457858.21875,35.39646,NSKP,170062
2457859.6145833335,39.73554,NSKP,170196
2457860.2083333335,39.87821,NSKP,170253
2457860.427083333,43.33138,NSKP,170274
2457863.354166667,37.02154,NSKP,170555
2457874.8229166665,32.96794,NSKP,171656
2457875.4895833335,40.96063,NSKP,171720
2457876.2604166665,39.98071,NSKP,171794
2457879.1979166665,32.92548,NSKP,172076
2457881.427083333,43.61407,NSKP,172290
2457888.7395833335,37.21239,NSKP,172992
2457896.2083333335,35.02146,NSKP,173709
2457899.9479166665,42.24023,NSKP,174068
2457904.9583333335,50.40968,SKP,174549
2457905.1875,30.62582,NSKP,174571
2457909.25,29.41788,NSKP,174961
2457911.2604166665,41.55196,NSKP,175154
2457921.0208333335,43.28897,NSKP,176091
2457924.177083333,31.9221,NSKP,176394
2457924.2604166665,79.12249,NSKP,176402
2457924.84375,53.25121,NSKP,176458
2457925.0625,47.93802,NSKP,176479
2457927.875,43.31569,NSKP,176749
2457928.3333333335,38.12464,NSKP,176793
2457928.6979166665,52.66722,NSKP,176828
2457928.8958333335,65.17155,NSKP,176847
2457930.3125,35.08913,NSKP,176983
2457933.09375,49.55883,SKP,177250
2457934.3854166665,40.12286,NSKP,177374
2457934.5,65.64701,NSKP,177385
2457936.2083333335,48.54032,NSKP,177549
2457947.1458333335,41.74311,SKP,178599
2457947.75,33.84584,NSKP,178657
2457952.1666666665,34.69702,NSKP,179081
2457958.854166667,39.07124,SKP,179723
2457959.1875,29.89911,NSKP,179755
2457959.5833333335,36.19708,NSKP,179793
2457960.9479166665,61.85062,SKP,179924
2457968.125,27.43718,SKP,180590
2457968.65625,15.78786,NSKP,180641
2457969.1145833335,41.41867,NSKP,180685
2457969.8958333335,113.3796,SKP,180760
2457971.1458333335,79.41258,NSKP,180880
2457971.354166667,73.05354,NSKP,180900
2457974.9895833335,19.26891,NSKP,181249
2457975.0625,6.25693,NSKP,181256
2457975.09375,8.15014,NSKP,181259
2457975.125,14.10458,NSKP,181262
2457975.1979166665,18.87195,NSKP,181269
2457975.6666666665,58.70901,SKP,181314
2457977.6875,27.25377,NSKP,181508
2457978.8333333335,27.98146,NSKP,181618
2457981.375,57.843,NSKP,181862
2457981.5104166665,43.24317,NSKP,181875
2457983.9375,52.22059,NSKP,182108
2457987.927083333,17.91008,NSKP,182491
2457988.34375,27.14328,NSKP,182531
2458000.375,46.08669,NSKP,183686
2458000.5416666665,48.95017,NSKP,183702
2458001.052083333,46.52378,SKP,183751
2458002.0416666665,37.36791,NSKP,183846
2458002.229166667,32.02185,NSKP,183864
2458002.3125,76.00682,NSKP,183872
2458003.625,41.39957,NSKP,183998
2458031.4895833335,37.75817,NSKP,186673
2458035.03125,26.17756,NSKP,187013
2458051.28125,42.60446,NSKP,188030
2458051.302083333,33.99952,NSKP,188032
2458051.3229166665,38.13074,NSKP,188034
2458051.3645833335,78.78558,NSKP,188038
2458051.4166666665,92.01527,NSKP,188043
2458051.46875,104.3482,NSKP,188048
2458053.0104166665,70.80917,NSKP,188196
2458053.3333333335,85.21434,NSKP,188227
2458053.4375,88.18774,NSKP,188237
2458056.604166667,67.24976,NSKP,188541
2458056.7083333335,79.47241,NSKP,188551
2458059.979166667,58.7629,NSKP,188865
2458060.8854166665,45.08405,NSKP,188952
2458063.5416666665,42.27367,NSKP,189207
2458077.0,40.94157,NSKP,190499
2458093.6875,39.36205,NSKP,192101
2458102.875,13.51576,NSKP,192983
2458102.9375,13.60746,NSKP,192989
2458103.3958333335,15.45738,NSKP,193033
2458104.71875,15.44974,NSKP,193160
2458105.6145833335,11.27401,NSKP,193246
2458129.6145833335,13.89189,NSKP,195550
2458131.0625,48.10342,NSKP,195689
2458131.5625,47.78152,NSKP,195737
2458136.2916666665,22.42186,SKP,196191
2458142.1875,29.26624,NSKP,196757
2458143.6145833335,32.55164,SKP,196894
2458145.0104166665,36.0568,NSKP,197028
2458145.0416666665,34.36532,NSKP,197031
2458145.802083333,26.49211,NSKP,197104
2458146.0729166665,38.59975,NSKP,197130
2458146.1666666665,39.14194,NSKP,197139
2458147.0,22.97518,NSKP,197219
2458149.4479166665,21.28783,SKP,197454
2458156.7083333335,16.83576,SKP,198151
2458182.1145833335,30.83736,SKP,200590
2458206.927083333,35.40697,SKP,202972
2458207.0729166665,5.6766,SKP,202986
2458207.90625,45.32722,NSKP,203066
2458213.1979166665,39.65144,NSKP,203574
2458221.479166667,40.30794,NSKP,204369
2458222.177083333,39.00229,NSKP,204436
2458222.59375,49.64801,NSKP,204476
2458225.427083333,38.67049,NSKP,204748
2458230.3229166665,27.83034,NSKP,205218
2458231.25,32.40203,NSKP,205307
2458232.21875,40.63753,NSKP,205400
2458233.2083333335,44.0737,NSKP,205495
2458234.4375,44.31573,NSKP,205613
2458235.2083333335,45.67143,NSKP,205687
2458237.677083333,44.13252,NSKP,205924
2458238.229166667,47.42655,NSKP,205977
2458239.2083333335,42.7775,NSKP,206071
2458240.229166667,39.21252,NSKP,206169
2458241.2708333335,42.94476,NSKP,206269
2458243.4375,56.41931,NSKP,206477
2458243.479166667,56.30881,NSKP,206481
2458254.1354166665,41.6814,NSKP,207504
2458258.9166666665,41.59949,NSKP,207963
2458261.302083333,35.42486,NSKP,208192
2458264.9479166665,31.75415,NSKP,208542
2458273.427083333,44.29283,NSKP,209356
2458273.979166667,30.23119,NSKP,209409
2458288.1666666665,61.58361,NSKP,210771
2458288.4479166665,68.03044,NSKP,210798
2458297.7395833335,59.99194,NSKP,211690
2458297.9375,59.2171,NSKP,211709
2458298.03125,77.02688,NSKP,211718
2458300.5833333335,60.70953,NSKP,211963
2458300.6354166665,74.20245,NSKP,211968
2458300.75,96.31021,NSKP,211979
2458305.7083333335,58.91557,NSKP,212455
2458316.21875,34.77718,NSKP,213464
2458316.2604166665,34.70847,NSKP,213468
2458320.3229166665,38.84986,NSKP,213858
2458320.40625,35.75431,NSKP,213866
2458321.3125,35.7963,NSKP,213953
2458322.71875,36.06731,NSKP,214088
2458323.177083333,41.97976,NSKP,214132
2458325.0416666665,45.75472,NSKP,214311
2458325.1666666665,49.76252,NSKP,214323
2458325.7708333335,59.16367,NSKP,214381
2458326.0625,109.639,NSKP,214409
2458326.1354166665,127.4298,NSKP,214416
2458327.6354166665,65.42346,NSKP,214560
2458328.28125,111.2612,NSKP,214622
2458333.25,35.95661,NSKP,215099
2458334.802083333,59.96141,NSKP,215248
2458336.177083333,39.17049,NSKP,215380
2458337.5,44.78904,NSKP,215507
2458337.53125,42.23931,NSKP,215510
2458337.5729166665,42.17442,NSKP,215514
2458337.625,36.57878,NSKP,215519
2458337.6458333335,34.38021,NSKP,215521
2458338.104166667,35.80394,NSKP,215565
2458339.34375,35.08635,NSKP,215684
2458340.2395833335,34.8039,NSKP,215770
2458343.3125,35.13597,NSKP,216065
2458343.4895833335,37.25819,NSKP,216082
2458344.3854166665,43.20882,NSKP,216168
2458344.5208333335,43.06759,NSKP,216181
2458344.604166667,43.35386,NSKP,216189
2458344.78125,44.52185,NSKP,216206
2458345.302083333,44.56002,NSKP,216256
2458345.7083333335,33.59774,NSKP,216295
2458346.0,39.14758,NSKP,216323
2458346.1458333335,39.49493,NSKP,216337
2458346.2395833335,46.02573,NSKP,216346
2458346.3125,51.30838,NSKP,216353
2458346.4479166665,48.48384,NSKP,216366
2458348.7708333335,55.67497,NSKP,216589
2458352.9375,38.70863,NSKP,216989
2458355.4583333335,32.17402,NSKP,217231
2458356.2708333335,42.23168,NSKP,217309
2458356.2916666665,47.17081,NSKP,217311
2458356.53125,51.7855,NSKP,217334
2458356.71875,37.94143,NSKP,217352
2458357.375,47.97619,NSKP,217415
2458357.46875,48.90752,NSKP,217424
2458357.7395833335,39.1514,NSKP,217450
2458357.84375,39.9835,NSKP,217460
2458357.8958333335,38.03685,NSKP,217465
2458357.9583333335,42.17442,NSKP,217471
2458358.604166667,47.85404,NSKP,217533
2458359.40625,50.81982,NSKP,217610
2458359.46875,50.05642,NSKP,217616
2458359.677083333,39.8041,NSKP,217636
2458360.2083333335,41.05606,NSKP,217687
2458360.2916666665,41.64005,NSKP,217695
2458363.53125,32.13203,NSKP,218006
2458364.34375,38.27732,NSKP,218084
2458364.7083333335,37.71622,NSKP,218119
2458364.90625,42.47215,NSKP,218138
2458365.3645833335,105.1541,NSKP,218182
2458367.2604166665,41.36523,NSKP,218364
2458367.9375,54.20544,NSKP,218429
2458372.78125,92.63831,NSKP,218894
2458376.1979166665,40.17816,NSKP,219222
2458376.25,40.02548,NSKP,219227
2458376.3333333335,47.52579,NSKP,219235
2458377.552083333,37.16659,NSKP,219352
2458377.9375,37.88799,NSKP,219389
2458378.2916666665,45.78907,NSKP,219423
2458379.2916666665,42.08282,NSKP,219519
2458380.354166667,45.52952,NSKP,219621
2458383.0,70.59161,NSKP,219875
2458383.53125,58.21706,NSKP,219926
2458387.3229166665,72.46574,NSKP,220290
2458388.302083333,95.07351,NSKP,220384
2458389.7395833335,50.22437,NSKP,220522
2458392.9479166665,51.62138,NSKP,220830
2458394.3958333335,87.79842,NSKP,220969
2458396.3229166665,49.605,NSKP,221154
2458402.052083333,47.0105,NSKP,221704
2458402.177083333,46.2891,NSKP,221716
2458402.875,74.89331,NSKP,221783
2458403.052083333,79.23318,NSKP,221800
2458403.34375,89.60765,NSKP,221828
2458407.3854166665,70.00383,NSKP,222216
2458415.15625,38.9732,NSKP,222962
2458415.8854166665,42.20626,NSKP,223032
2458420.125,46.91149,NSKP,223439
2458424.96875,70.18322,NSKP,223904
2458425.71875,87.85567,NSKP,223976
2458426.125,91.22222,NSKP,224015
2458429.1979166665,58.73237,NSKP,224310
2458456.2083333335,43.76421,NSKP,226903
2458456.4479166665,38.66847,NSKP,226926
2458474.0625,43.94971,NSKP,228617
2458474.229166667,68.45796,NSKP,228633
2458474.65625,57.26666,NSKP,228674
2458474.9166666665,58.22853,NSKP,228699
2458481.8958333335,31.26475,NSKP,229369
