series,timestamp,value,label
fDOM,2018-02-27T05:45:00.000Z,27.07937,
Stage,2018-02-27T05:45:00.000Z,0.29508,
Turbidity,2018-02-27T05:45:00.000Z,27.08774,
fDOM,2018-02-27T06:00:00.000Z,27.05552,
Stage,2018-02-27T06:00:00.000Z,0.29491,
Turbidity,2018-02-27T06:00:00.000Z,27.06101,
fDOM,2018-02-27T06:15:00.000Z,27.03483,
Stage,2018-02-27T06:15:00.000Z,0.29475,
Turbidity,2018-02-27T06:15:00.000Z,26.99987,
fDOM,2018-02-27T06:30:00.000Z,27.01411,
Stage,2018-02-27T06:30:00.000Z,0.29458,
Turbidity,2018-02-27T06:30:00.000Z,26.98815,
fDOM,2018-02-27T06:45:00.000Z,26.99387,
Stage,2018-02-27T06:45:00.000Z,0.29441,
Turbidity,2018-02-27T06:45:00.000Z,26.97319,
fDOM,2018-02-27T07:00:00.000Z,26.97877,
Stage,2018-02-27T07:00:00.000Z,0.29424,
Turbidity,2018-02-27T07:00:00.000Z,27.00374,
fDOM,2018-02-27T07:15:00.000Z,26.96404,
Stage,2018-02-27T07:15:00.000Z,0.29408,
Turbidity,2018-02-27T07:15:00.000Z,26.95410,
fDOM,2018-02-27T07:30:00.000Z,26.94896,
Stage,2018-02-27T07:30:00.000Z,0.29391,
Turbidity,2018-02-27T07:30:00.000Z,26.95792,
fDOM,2018-02-27T07:45:00.000Z,26.93368,
Stage,2018-02-27T07:45:00.000Z,0.29374,
Turbidity,2018-02-27T07:45:00.000Z,26.94532,
fDOM,2018-02-27T08:00:00.000Z,26.91965,
Stage,2018-02-27T08:00:00.000Z,0.29357,
Turbidity,2018-02-27T08:00:00.000Z,26.91590,
fDOM,2018-02-27T08:15:00.000Z,26.90660,
Stage,2018-02-27T08:15:00.000Z,0.29341,
Turbidity,2018-02-27T08:15:00.000Z,26.86246,
fDOM,2018-02-27T08:30:00.000Z,26.89322,
Stage,2018-02-27T08:30:00.000Z,0.29324,
Turbidity,2018-02-27T08:30:00.000Z,26.92356,
fDOM,2018-02-27T08:45:00.000Z,26.87761,
Stage,2018-02-27T08:45:00.000Z,0.29307,
Turbidity,2018-02-27T08:45:00.000Z,26.88537,
fDOM,2018-02-27T09:00:00.000Z,26.86306,
Stage,2018-02-27T09:00:00.000Z,0.29291,
Turbidity,2018-02-27T09:00:00.000Z,26.87392,
fDOM,2018-02-27T09:15:00.000Z,26.84612,
Stage,2018-02-27T09:15:00.000Z,0.29274,
Turbidity,2018-02-27T09:15:00.000Z,26.83574,
fDOM,2018-02-27T09:30:00.000Z,26.82901,
Stage,2018-02-27T09:30:00.000Z,0.29257,
Turbidity,2018-02-27T09:30:00.000Z,26.82428,
fDOM,2018-02-27T09:45:00.000Z,26.81286,
Stage,2018-02-27T09:45:00.000Z,0.29240,
Turbidity,2018-02-27T09:45:00.000Z,26.84337,
fDOM,2018-02-27T10:00:00.000Z,26.82130,
Stage,2018-02-27T10:00:00.000Z,0.29224,
Turbidity,2018-02-27T10:00:00.000Z,26.78992,
fDOM,2018-02-27T10:15:00.000Z,25.91608,
Stage,2018-02-27T10:15:00.000Z,0.29207,
Turbidity,2018-02-27T10:15:00.000Z,26.78228,
fDOM,2018-02-27T10:30:00.000Z,24.76498,
Stage,2018-02-27T10:30:00.000Z,0.29190,
Turbidity,2018-02-27T10:30:00.000Z,26.77070,
fDOM,2018-02-27T10:45:00.000Z,23.34478,
Stage,2018-02-27T10:45:00.000Z,0.29174,
Turbidity,2018-02-27T10:45:00.000Z,26.72119,
fDOM,2018-02-27T11:00:00.000Z,21.65804,
Stage,2018-02-27T11:00:00.000Z,0.29157,
Turbidity,2018-02-27T11:00:00.000Z,26.70591,
fDOM,2018-02-27T11:15:00.000Z,19.70017,
Stage,2018-02-27T11:15:00.000Z,0.29149,
Turbidity,2018-02-27T11:15:00.000Z,26.70951,
fDOM,2018-02-27T11:30:00.000Z,17.47240,
Stage,2018-02-27T11:30:00.000Z,0.29160,
Turbidity,2018-02-27T11:30:00.000Z,27.30909,
fDOM,2018-02-27T11:45:00.000Z,14.96622,
Stage,2018-02-27T11:45:00.000Z,0.29170,
Turbidity,2018-02-27T11:45:00.000Z,4.31105,
fDOM,2018-02-27T12:00:00.000Z,12.79126,
Stage,2018-02-27T12:00:00.000Z,0.29181,
Turbidity,2018-02-27T12:00:00.000Z,5.58198,
fDOM,2018-02-27T12:15:00.000Z,10.91535,
Stage,2018-02-27T12:15:00.000Z,0.29192,
Turbidity,2018-02-27T12:15:00.000Z,5.87143,
fDOM,2018-02-27T12:30:00.000Z,9.33188,
Stage,2018-02-27T12:30:00.000Z,0.29202,
Turbidity,2018-02-27T12:30:00.000Z,6.08136,
fDOM,2018-02-27T12:45:00.000Z,8.03664,
Stage,2018-02-27T12:45:00.000Z,0.29213,
Turbidity,2018-02-27T12:45:00.000Z,6.12716,
fDOM,2018-02-27T13:00:00.000Z,7.02674,
Stage,2018-02-27T13:00:00.000Z,0.29223,
Turbidity,2018-02-27T13:00:00.000Z,6.21495,
fDOM,2018-02-27T13:15:00.000Z,6.28504,
Stage,2018-02-27T13:15:00.000Z,0.29234,
Turbidity,2018-02-27T13:15:00.000Z,6.40580,
fDOM,2018-02-27T13:30:00.000Z,6.44247,
Stage,2018-02-27T13:30:00.000Z,0.29245,
Turbidity,2018-02-27T13:30:00.000Z,6.48977,
fDOM,2018-02-27T13:45:00.000Z,6.54646,
Stage,2018-02-27T13:45:00.000Z,0.29255,
Turbidity,2018-02-27T13:45:00.000Z,6.58901,
fDOM,2018-02-27T14:00:00.000Z,6.63878,
Stage,2018-02-27T14:00:00.000Z,0.29266,
Turbidity,2018-02-27T14:00:00.000Z,6.66153,
fDOM,2018-02-27T14:15:00.000Z,6.72321,
Stage,2018-02-27T14:15:00.000Z,0.29276,
Turbidity,2018-02-27T14:15:00.000Z,6.78367,
fDOM,2018-02-27T14:30:00.000Z,6.80566,
Stage,2018-02-27T14:30:00.000Z,0.29287,
Turbidity,2018-02-27T14:30:00.000Z,6.84093,
fDOM,2018-02-27T14:45:00.000Z,6.88372,
Stage,2018-02-27T14:45:00.000Z,0.29298,
Turbidity,2018-02-27T14:45:00.000Z,6.90582,
fDOM,2018-02-27T15:00:00.000Z,6.95629,
Stage,2018-02-27T15:00:00.000Z,0.29308,
Turbidity,2018-02-27T15:00:00.000Z,6.91727,
fDOM,2018-02-27T15:15:00.000Z,7.02947,
Stage,2018-02-27T15:15:00.000Z,0.29319,
Turbidity,2018-02-27T15:15:00.000Z,7.01269,
fDOM,2018-02-27T15:30:00.000Z,7.10026,
Stage,2018-02-27T15:30:00.000Z,0.29329,
Turbidity,2018-02-27T15:30:00.000Z,7.10807,
fDOM,2018-02-27T15:45:00.000Z,7.17019,
Stage,2018-02-27T15:45:00.000Z,0.29340,
Turbidity,2018-02-27T15:45:00.000Z,7.16537,
fDOM,2018-02-27T16:00:00.000Z,7.23737,
Stage,2018-02-27T16:00:00.000Z,0.29351,
Turbidity,2018-02-27T16:00:00.000Z,7.25316,
fDOM,2018-02-27T16:15:00.000Z,7.30449,
Stage,2018-02-27T16:15:00.000Z,0.29361,
Turbidity,2018-02-27T16:15:00.000Z,7.30267,
fDOM,2018-02-27T16:30:00.000Z,7.36979,
Stage,2018-02-27T16:30:00.000Z,0.29372,
Turbidity,2018-02-27T16:30:00.000Z,7.39057,
fDOM,2018-02-27T16:45:00.000Z,7.43412,
Stage,2018-02-27T16:45:00.000Z,0.29382,
Turbidity,2018-02-27T16:45:00.000Z,7.47454,
fDOM,2018-02-27T17:00:00.000Z,7.49397,
Stage,2018-02-27T17:00:00.000Z,0.29393,
Turbidity,2018-02-27T17:00:00.000Z,7.50126,
fDOM,2018-02-27T17:15:00.000Z,7.55006,
Stage,2018-02-27T17:15:00.000Z,0.29400,
Turbidity,2018-02-27T17:15:00.000Z,7.56996,
fDOM,2018-02-27T17:30:00.000Z,7.60406,
Stage,2018-02-27T17:30:00.000Z,0.29400,
Turbidity,2018-02-27T17:30:00.000Z,7.61577,
fDOM,2018-02-27T17:45:00.000Z,7.65465,
Stage,2018-02-27T17:45:00.000Z,0.29400,
Turbidity,2018-02-27T17:45:00.000Z,7.68829,
fDOM,2018-02-27T18:00:00.000Z,7.70330,
Stage,2018-02-27T18:00:00.000Z,0.29400,
Turbidity,2018-02-27T18:00:00.000Z,7.71119,
fDOM,2018-02-27T18:15:00.000Z,7.74900,
Stage,2018-02-27T18:15:00.000Z,0.29400,
Turbidity,2018-02-27T18:15:00.000Z,7.74936,
fDOM,2018-02-27T18:30:00.000Z,7.79247,
Stage,2018-02-27T18:30:00.000Z,0.29400,
Turbidity,2018-02-27T18:30:00.000Z,7.79516,
fDOM,2018-02-27T18:45:00.000Z,7.83634,
Stage,2018-02-27T18:45:00.000Z,0.29400,
Turbidity,2018-02-27T18:45:00.000Z,7.82952,
fDOM,2018-02-27T19:00:00.000Z,7.87751,
Stage,2018-02-27T19:00:00.000Z,0.29400,
Turbidity,2018-02-27T19:00:00.000Z,7.88295,
fDOM,2018-02-27T19:15:00.000Z,7.91960,
Stage,2018-02-27T19:15:00.000Z,0.29400,
Turbidity,2018-02-27T19:15:00.000Z,7.91731,
fDOM,2018-02-27T19:30:00.000Z,7.96077,
Stage,2018-02-27T19:30:00.000Z,0.29400,
Turbidity,2018-02-27T19:30:00.000Z,7.97074,
fDOM,2018-02-27T19:45:00.000Z,8.00072,
Stage,2018-02-27T19:45:00.000Z,0.29400,
Turbidity,2018-02-27T19:45:00.000Z,8.00510,
fDOM,2018-02-27T20:00:00.000Z,8.04036,
Stage,2018-02-27T20:00:00.000Z,0.29400,
Turbidity,2018-02-27T20:00:00.000Z,8.03945,
fDOM,2018-02-27T20:15:00.000Z,8.07955,
Stage,2018-02-27T20:15:00.000Z,0.29400,
Turbidity,2018-02-27T20:15:00.000Z,8.09289,
fDOM,2018-02-27T20:30:00.000Z,8.11849,
Stage,2018-02-27T20:30:00.000Z,0.29400,
Turbidity,2018-02-27T20:30:00.000Z,8.09289,
fDOM,2018-02-27T20:45:00.000Z,8.15589,
Stage,2018-02-27T20:45:00.000Z,0.29400,
Turbidity,2018-02-27T20:45:00.000Z,8.18068,
fDOM,2018-02-27T21:00:00.000Z,8.19187,
Stage,2018-02-27T21:00:00.000Z,0.29400,
Turbidity,2018-02-27T21:00:00.000Z,8.21884,
fDOM,2018-02-27T21:15:00.000Z,8.22592,
Stage,2018-02-27T21:15:00.000Z,0.29400,
Turbidity,2018-02-27T21:15:00.000Z,8.21503,
fDOM,2018-02-27T21:30:00.000Z,8.25844,
Stage,2018-02-27T21:30:00.000Z,0.29400,
Turbidity,2018-02-27T21:30:00.000Z,8.26083,
fDOM,2018-02-27T21:45:00.000Z,8.28943,
Stage,2018-02-27T21:45:00.000Z,0.29400,
Turbidity,2018-02-27T21:45:00.000Z,8.30282,
fDOM,2018-02-27T22:00:00.000Z,8.31829,
Stage,2018-02-27T22:00:00.000Z,0.29400,
Turbidity,2018-02-27T22:00:00.000Z,8.34862,
fDOM,2018-02-27T22:15:00.000Z,8.34720,
Stage,2018-02-27T22:15:00.000Z,0.29400,
Turbidity,2018-02-27T22:15:00.000Z,8.34862,
fDOM,2018-02-27T22:30:00.000Z,8.37218,
Stage,2018-02-27T22:30:00.000Z,0.29400,
Turbidity,2018-02-27T22:30:00.000Z,8.37916,
fDOM,2018-02-27T22:45:00.000Z,8.39651,
Stage,2018-02-27T22:45:00.000Z,0.29400,
Turbidity,2018-02-27T22:45:00.000Z,8.41351,
fDOM,2018-02-27T23:00:00.000Z,8.42165,
Stage,2018-02-27T23:00:00.000Z,0.29400,
Turbidity,2018-02-27T23:00:00.000Z,8.41351,
fDOM,2018-02-27T23:15:00.000Z,8.44588,
Stage,2018-02-27T23:15:00.000Z,0.29399,
Turbidity,2018-02-27T23:15:00.000Z,8.43259,
fDOM,2018-02-27T23:30:00.000Z,8.46888,
Stage,2018-02-27T23:30:00.000Z,0.29395,
Turbidity,2018-02-27T23:30:00.000Z,8.45931,
fDOM,2018-02-27T23:45:00.000Z,8.49056,
Stage,2018-02-27T23:45:00.000Z,0.29391,
Turbidity,2018-02-27T23:45:00.000Z,8.50893,
fDOM,2018-02-28T00:00:00.000Z,8.51331,
Stage,2018-02-28T00:00:00.000Z,0.29387,
Turbidity,2018-02-28T00:00:00.000Z,8.50130,
fDOM,2018-02-28T00:15:00.000Z,8.53474,
Stage,2018-02-28T00:15:00.000Z,0.29383,
Turbidity,2018-02-28T00:15:00.000Z,8.53565,
fDOM,2018-02-28T00:30:00.000Z,8.55560,
Stage,2018-02-28T00:30:00.000Z,0.29380,
Turbidity,2018-02-28T00:30:00.000Z,8.57764,
fDOM,2018-02-28T00:45:00.000Z,8.57621,
Stage,2018-02-28T00:45:00.000Z,0.29376,
Turbidity,2018-02-28T00:45:00.000Z,8.59672,
fDOM,2018-02-28T01:00:00.000Z,8.59581,
Stage,2018-02-28T01:00:00.000Z,0.29372,
Turbidity,2018-02-28T01:00:00.000Z,8.59672,
fDOM,2018-02-28T01:15:00.000Z,8.61560,
Stage,2018-02-28T01:15:00.000Z,0.29368,
Turbidity,2018-02-28T01:15:00.000Z,8.60054,
fDOM,2018-02-28T01:30:00.000Z,8.63321,
Stage,2018-02-28T01:30:00.000Z,0.29364,
Turbidity,2018-02-28T01:30:00.000Z,8.65016,
fDOM,2018-02-28T01:45:00.000Z,8.65179,
Stage,2018-02-28T01:45:00.000Z,0.29361,
Turbidity,2018-02-28T01:45:00.000Z,8.63871,
fDOM,2018-02-28T02:00:00.000Z,8.66884,
Stage,2018-02-28T02:00:00.000Z,0.29357,
Turbidity,2018-02-28T02:00:00.000Z,8.66543,
fDOM,2018-02-28T02:15:00.000Z,8.68299,
Stage,2018-02-28T02:15:00.000Z,0.29353,
Turbidity,2018-02-28T02:15:00.000Z,8.68451,
fDOM,2018-02-28T02:30:00.000Z,8.69678,
Stage,2018-02-28T02:30:00.000Z,0.29349,
Turbidity,2018-02-28T02:30:00.000Z,8.70360,
fDOM,2018-02-28T02:45:00.000Z,8.71098,
Stage,2018-02-28T02:45:00.000Z,0.29345,
Turbidity,2018-02-28T02:45:00.000Z,8.74558,
fDOM,2018-02-28T03:00:00.000Z,8.72355,
Stage,2018-02-28T03:00:00.000Z,0.29341,
Turbidity,2018-02-28T03:00:00.000Z,8.72268,
fDOM,2018-02-28T03:15:00.000Z,8.73424,
Stage,2018-02-28T03:15:00.000Z,0.29338,
Turbidity,2018-02-28T03:15:00.000Z,8.76467,
fDOM,2018-02-28T03:30:00.000Z,8.74431,
Stage,2018-02-28T03:30:00.000Z,0.29334,
Turbidity,2018-02-28T03:30:00.000Z,8.75322,
fDOM,2018-02-28T03:45:00.000Z,8.75378,
Stage,2018-02-28T03:45:00.000Z,0.29330,
Turbidity,2018-02-28T03:45:00.000Z,8.72268,
fDOM,2018-02-28T04:00:00.000Z,8.76360,
Stage,2018-02-28T04:00:00.000Z,0.29326,
Turbidity,2018-02-28T04:00:00.000Z,8.74940,
fDOM,2018-02-28T04:15:00.000Z,8.77312,
Stage,2018-02-28T04:15:00.000Z,0.29322,
Turbidity,2018-02-28T04:15:00.000Z,8.77994,
fDOM,2018-02-28T04:30:00.000Z,8.78391,
Stage,2018-02-28T04:30:00.000Z,0.29319,
Turbidity,2018-02-28T04:30:00.000Z,8.77994,
fDOM,2018-02-28T04:45:00.000Z,8.79551,
