2013-10-06 16:30:00,2013-10-06 17:45:00
2013-10-07 16:00:00,2013-10-07 17:00:00
2013-10-17 23:45:00,2013-10-18 02:30:00
2013-10-22 13:30:00,2013-10-22 14:30:00
2013-10-31 13:00:00,2013-10-31 16:45:00
2013-10-31 18:15:00,2013-10-31 19:00:00
2013-10-31 21:45:00,2013-11-01 01:15:00
2013-11-01 03:00:00,2013-11-01 04:30:00
2013-11-07 05:45:00,2013-11-07 06:30:00
2013-11-07 09:30:00,2013-11-07 12:15:00
2013-11-10 18:00:00,2013-11-10 22:00:00
2013-11-17 18:30:00,2013-11-17 22:15:00
2013-11-18 04:30:00,2013-11-18 07:15:00
2013-11-22 23:30:00,2013-11-23 00:45:00
2013-11-27 04:00:00,2013-11-27 12:15:00
2013-12-06 01:30:00,2013-12-06 06:30:00
2013-12-21 01:00:00,2013-12-21 02:45:00
2013-12-21 13:30:00,2013-12-21 17:45:00
2013-12-21 23:45:00,2013-12-22 05:00:00
2013-12-22 07:45:00,2013-12-22 08:30:00
2014-01-06 09:30:00,2014-01-06 12:30:00
2014-01-11 13:00:00,2014-01-11 18:45:00
2014-01-11 23:15:00,2014-01-12 00:45:00
2014-01-14 13:30:00,2014-01-14 18:45:00
2014-02-21 07:30:00,2014-02-21 08:45:00
2014-02-21 15:30:00,2014-02-21 17:15:00
2014-03-15 12:15:00,2014-03-15 15:30:00
2014-03-28 23:15:00,2014-03-29 01:15:00
2014-03-29 14:30:00,2014-03-29 16:15:00
2014-03-30 07:30:00,2014-03-30 14:30:00
2014-04-01 13:15:00,2014-04-01 15:45:00
2014-04-02 14:00:00,2014-04-02 17:30:00
2014-04-04 14:00:00,2014-04-04 15:45:00
2014-04-04 19:30:00,2014-04-04 22:00:00
2014-04-06 13:15:00,2014-04-06 16:30:00
2014-04-07 11:45:00,2014-04-07 15:45:00
2014-04-08 04:15:00,2014-04-08 06:30:00
2014-04-08 16:00:00,2014-04-08 18:00:00
2014-04-09 13:30:00,2014-04-09 15:45:00
2014-04-10 13:00:00,2014-04-10 16:30:00
2014-04-11 10:15:00,2014-04-11 14:45:00
2014-04-12 11:00:00,2014-04-12 15:00:00
2014-04-13 07:45:00,2014-04-13 11:30:00
2014-04-13 14:15:00,2014-04-13 16:30:00
2014-04-14 08:45:00,2014-04-14 15:00:00
2014-04-15 09:15:00,2014-04-15 16:00:00
2014-04-20 11:45:00,2014-04-20 15:15:00
2014-04-21 11:00:00,2014-04-21 14:45:00
2014-04-22 09:45:00,2014-04-22 13:00:00
2014-04-22 15:15:00,2014-04-22 16:45:00
2014-04-25 11:45:00,2014-04-25 13:45:00
2014-04-30 19:00:00,2014-04-30 22:15:00
2014-05-01 06:15:00,2014-05-01 07:00:00
2014-05-01 17:15:00,2014-05-01 18:15:00
2014-05-02 13:45:00,2014-05-02 15:00:00
2014-05-04 01:45:00,2014-05-04 05:30:00
2014-05-04 16:15:00,2014-05-04 18:45:00
2014-05-10 04:45:00,2014-05-10 06:30:00
2014-05-17 03:00:00,2014-05-17 06:30:00
2014-05-23 13:30:00,2014-05-23 14:15:00
2014-05-24 10:30:00,2014-05-24 11:45:00
2014-05-26 04:00:00,2014-05-26 06:15:00
2014-05-26 16:15:00,2014-05-26 17:15:00
2014-05-27 10:00:00,2014-05-27 11:00:00
2014-05-27 15:30:00,2014-05-27 16:15:00
2014-05-27 21:15:00,2014-05-27 23:45:00
2014-06-11 22:30:00,2014-06-12 02:45:00
2014-06-12 15:30:00,2014-06-12 18:30:00
2014-06-13 12:45:00,2014-06-13 14:30:00
2014-06-17 23:00:00,2014-06-18 01:00:00
2014-06-18 04:15:00,2014-06-18 05:15:00
2014-06-25 03:15:00,2014-06-25 04:45:00
2014-06-25 11:30:00,2014-06-25 13:15:00
2014-07-03 18:45:00,2014-07-03 19:30:00
2014-07-08 22:00:00,2014-07-09 00:30:00
2014-07-13 22:00:00,2014-07-13 23:30:00
2014-07-14 18:30:00,2014-07-14 19:30:00
2014-07-16 03:30:00,2014-07-16 05:30:00
2014-07-23 14:00:00,2014-07-23 15:30:00
2014-07-27 09:30:00,2014-07-27 10:45:00
2014-07-27 17:30:00,2014-07-27 18:45:00
2014-07-27 20:00:00,2014-07-27 20:45:00
2014-07-28 09:45:00,2014-07-28 12:00:00
2014-08-13 13:00:00,2014-08-13 16:00:00
2014-08-13 20:45:00,2014-08-13 22:00:00
2014-08-16 23:30:00,2014-08-17 00:45:00
2014-08-18 02:15:00,2014-08-18 03:00:00
2014-08-22 14:45:00,2014-08-22 17:30:00
2014-09-02 21:15:00,2014-09-02 23:30:00
2014-09-11 11:15:00,2014-09-11 12:30:00
2014-09-13 14:30:00,2014-09-13 16:00:00
2014-09-18 06:00:00,2014-09-18 07:30:00
2014-09-21 23:15:00,2014-09-22 00:45:00
2014-09-22 05:30:00,2014-09-22 06:30:00
2014-10-04 15:30:00,2014-10-04 20:00:00
2014-10-07 08:15:00,2014-10-07 10:15:00
2014-10-08 03:45:00,2014-10-08 06:30:00
2014-10-16 06:15:00,2014-10-16 07:30:00
2014-10-16 09:45:00,2014-10-16 10:45:00
2014-10-16 13:30:00,2014-10-16 16:15:00
2014-10-16 22:00:00,2014-10-16 23:00:00
2014-10-17 07:15:00,2014-10-17 09:00:00
2014-10-18 08:30:00,2014-10-18 09:15:00
2014-10-18 12:15:00,2014-10-18 13:15:00
2014-10-18 18:15:00,2014-10-18 19:15:00
2014-10-22 04:15:00,2014-10-22 05:30:00
2014-10-23 11:45:00,2014-10-23 13:45:00
2014-10-24 00:45:00,2014-10-24 01:45:00
2014-10-25 19:15:00,2014-10-25 21:15:00
2014-10-26 01:45:00,2014-10-26 02:45:00
2014-11-06 21:15:00,2014-11-07 00:00:00
2014-11-12 13:00:00,2014-11-12 14:00:00
2014-11-17 19:15:00,2014-11-17 21:00:00
2014-11-24 05:15:00,2014-11-24 09:45:00
2014-12-09 23:30:00,2014-12-10 00:45:00
2014-12-10 14:30:00,2014-12-10 16:45:00
2014-12-17 09:30:00,2014-12-17 12:45:00
2014-12-17 16:00:00,2014-12-17 17:00:00
2014-12-24 09:30:00,2014-12-24 19:00:00
2014-12-25 06:45:00,2014-12-25 08:45:00
2014-12-28 06:00:00,2014-12-28 11:00:00
2015-01-18 18:45:00,2015-01-18 23:30:00
2015-03-10 15:45:00,2015-03-10 17:00:00
2015-03-11 11:45:00,2015-03-11 16:15:00
2015-03-26 15:45:00,2015-03-26 18:45:00
2015-04-03 10:30:00,2015-04-03 15:15:00
2015-04-04 05:15:00,2015-04-04 06:30:00
2015-04-10 13:00:00,2015-04-10 14:45:00
2015-04-12 12:00:00,2015-04-12 16:45:00
2015-04-13 10:30:00,2015-04-13 14:30:00
2015-04-14 02:15:00,2015-04-14 04:00:00
2015-04-14 10:15:00,2015-04-14 15:45:00
2015-04-15 11:00:00,2015-04-15 14:30:00
2015-04-16 11:15:00,2015-04-16 14:45:00
2015-04-17 05:00:00,2015-04-17 09:00:00
2015-04-17 13:15:00,2015-04-17 15:45:00
2015-04-18 10:30:00,2015-04-18 13:15:00
2015-04-19 10:45:00,2015-04-19 14:30:00
2015-04-20 16:15:00,2015-04-20 20:30:00
2015-04-21 03:00:00,2015-04-21 07:15:00
2015-04-21 12:45:00,2015-04-21 14:00:00
2015-04-22 10:00:00,2015-04-22 12:30:00
2015-04-22 15:30:00,2015-04-22 20:45:00
2015-04-27 10:45:00,2015-04-27 12:00:00
2015-04-28 12:30:00,2015-04-28 13:30:00
2015-05-04 23:45:00,2015-05-05 01:15:00
2015-05-11 16:00:00,2015-05-11 17:45:00
2015-05-12 00:45:00,2015-05-12 01:15:00
2015-05-12 05:15:00,2015-05-12 06:15:00
2015-05-12 12:45:00,2015-05-12 13:30:00
2015-05-16 20:00:00,2015-05-16 20:45:00
2015-05-19 02:00:00,2015-05-19 03:15:00
2015-05-25 20:15:00,2015-05-25 21:45:00
2015-05-27 16:00:00,2015-05-27 16:45:00
2015-05-30 19:00:00,2015-05-30 23:15:00
2015-05-31 02:15:00,2015-05-31 03:15:00
2015-05-31 09:45:00,2015-05-31 10:30:00
2015-05-31 23:45:00,2015-06-01 03:30:00
2015-06-01 05:00:00,2015-06-01 06:00:00
2015-06-05 20:15:00,2015-06-05 21:45:00
2015-06-09 05:45:00,2015-06-09 09:15:00
2015-06-09 18:45:00,2015-06-09 20:00:00
2015-06-09 21:30:00,2015-06-09 22:15:00
2015-06-12 18:30:00,2015-06-12 20:30:00
2015-06-12 21:30:00,2015-06-12 23:30:00
2015-06-16 11:45:00,2015-06-16 13:30:00
2015-06-19 00:00:00,2015-06-19 01:30:00
2015-06-21 00:15:00,2015-06-21 03:00:00
2015-06-21 04:45:00,2015-06-21 05:30:00
2015-06-21 09:00:00,2015-06-21 10:30:00
2015-06-22 00:30:00,2015-06-22 02:00:00
2015-06-23 05:30:00,2015-06-23 07:45:00
2015-06-23 11:15:00,2015-06-23 12:00:00
2015-06-28 02:00:00,2015-06-28 04:15:00
2015-06-28 05:45:00,2015-06-28 06:45:00
2015-06-28 09:00:00,2015-06-28 09:45:00
2015-06-30 22:00:00,2015-06-30 23:00:00
2015-07-01 05:00:00,2015-07-01 05:45:00
2015-07-01 08:45:00,2015-07-01 10:15:00
2015-07-01 13:00:00,2015-07-01 13:45:00
2015-07-01 19:00:00,2015-07-01 19:45:00
2015-07-08 06:45:00,2015-07-08 07:45:00
2015-07-14 15:30:00,2015-07-14 16:00:00
2015-07-14 19:15:00,2015-07-14 20:00:00
2015-07-15 02:30:00,2015-07-15 03:45:00
2015-07-18 02:00:00,2015-07-18 03:00:00
2015-07-18 17:15:00,2015-07-18 18:15:00
2015-07-18 19:00:00,2015-07-18 19:30:00
2015-07-19 08:15:00,2015-07-19 08:45:00
2015-07-19 16:45:00,2015-07-19 17:30:00
2015-07-19 19:15:00,2015-07-19 19:45:00
2015-07-19 22:30:00,2015-07-19 23:00:00
2015-07-21 14:15:00,2015-07-21 15:15:00
2015-07-24 11:45:00,2015-07-24 13:15:00
2015-07-28 00:30:00,2015-07-28 01:45:00
2015-08-25 01:15:00,2015-08-25 03:30:00
2015-08-25 08:45:00,2015-08-25 09:45:00
2015-08-25 11:00:00,2015-08-25 11:45:00
2015-09-03 11:45:00,2015-09-03 12:15:00
2015-09-08 01:30:00,2015-09-08 02:15:00
2015-09-08 19:30:00,2015-09-08 20:15:00
2015-09-13 20:30:00,2015-09-13 23:30:00
2015-09-14 05:15:00,2015-09-14 07:00:00
2015-09-20 00:15:00,2015-09-20 01:30:00
2015-09-29 06:45:00,2015-09-29 08:00:00
2015-09-29 15:45:00,2015-09-29 21:00:00
2015-09-29 22:45:00,2015-09-30 00:15:00
2015-09-30 02:00:00,2015-09-30 04:15:00
2015-09-30 05:45:00,2015-09-30 08:00:00
2015-09-30 09:30:00,2015-09-30 10:30:00
2015-10-09 05:45:00,2015-10-09 09:30:00
2015-10-09 13:45:00,2015-10-09 14:30:00
2015-10-13 19:30:00,2015-10-13 21:00:00
2015-10-14 10:15:00,2015-10-14 11:30:00
2015-10-16 05:30:00,2015-10-16 06:30:00
2015-10-28 14:30:00,2015-10-28 16:15:00
2015-10-28 19:30:00,2015-10-28 21:30:00
2015-10-29 00:00:00,2015-10-29 01:45:00
2015-10-29 04:30:00,2015-10-29 05:45:00
2015-11-12 14:00:00,2015-11-12 16:30:00
2015-11-12 21:15:00,2015-11-12 23:15:00
2015-11-13 21:15:00,2015-11-13 23:45:00
2015-11-19 21:15:00,2015-11-20 01:15:00
2015-12-01 16:00:00,2015-12-01 21:30:00
2015-12-02 06:30:00,2015-12-02 08:45:00
2015-12-02 20:00:00,2015-12-02 21:45:00
2015-12-15 00:00:00,2015-12-15 02:15:00
2015-12-15 05:00:00,2015-12-15 06:45:00
2015-12-17 21:00:00,2015-12-18 00:30:00
2015-12-22 11:00:00,2015-12-22 13:30:00
2015-12-22 15:45:00,2015-12-22 16:30:00
2015-12-23 20:00:00,2015-12-24 03:15:00
2015-12-24 15:15:00,2015-12-24 16:00:00
2015-12-27 03:30:00,2015-12-27 04:30:00
2015-12-27 09:45:00,2015-12-27 13:45:00
2016-01-10 12:30:00,2016-01-10 16:15:00
2016-01-10 18:15:00,2016-01-10 19:30:00
2016-02-01 09:45:00,2016-02-01 13:15:00
2016-02-03 10:45:00,2016-02-03 13:15:00
2016-02-03 15:30:00,2016-02-03 16:30:00
2016-02-16 12:45:00,2016-02-16 19:00:00
2016-02-24 13:00:00,2016-02-24 18:15:00
2016-02-24 21:00:00,2016-02-24 22:30:00
2016-02-24 23:30:00,2016-02-25 02:30:00
2016-02-25 13:00:00,2016-02-25 14:30:00
2016-02-29 13:00:00,2016-02-29 14:15:00
2016-03-09 10:15:00,2016-03-09 15:00:00
2016-03-09 20:45:00,2016-03-10 00:15:00
2016-03-10 14:45:00,2016-03-10 17:45:00
2016-03-12 11:15:00,2016-03-12 15:15:00
2016-03-13 11:15:00,2016-03-13 15:00:00
2016-03-15 11:00:00,2016-03-15 15:30:00
2016-03-16 10:00:00,2016-03-16 15:00:00
2016-03-16 22:30:00,2016-03-17 00:15:00
2016-03-17 10:45:00,2016-03-17 14:00:00
2016-03-19 07:45:00,2016-03-19 09:00:00
2016-03-20 07:30:00,2016-03-20 08:45:00
2016-03-25 05:15:00,2016-03-25 07:15:00
2016-03-25 14:45:00,2016-03-25 17:00:00
2016-03-26 11:45:00,2016-03-26 14:15:00
2016-03-27 12:30:00,2016-03-27 14:00:00
2016-03-28 11:15:00,2016-03-28 13:15:00
2016-03-28 18:45:00,2016-03-28 20:15:00
2016-04-01 10:15:00,2016-04-01 12:45:00
2016-04-02 15:45:00,2016-04-02 17:15:00
2016-04-07 12:15:00,2016-04-07 14:45:00
2016-04-07 16:45:00,2016-04-07 17:30:00
2016-04-07 19:00:00,2016-04-07 19:45:00
2016-04-10 06:45:00,2016-04-10 08:30:00
2016-04-11 15:30:00,2016-04-11 17:00:00
2016-04-11 19:30:00,2016-04-11 20:30:00
2016-04-11 22:15:00,2016-04-11 23:45:00
2016-04-12 03:45:00,2016-04-12 08:00:00
2016-04-18 19:30:00,2016-04-19 02:15:00
2016-04-27 10:30:00,2016-04-27 13:15:00
2016-05-02 12:30:00,2016-05-02 15:45:00
2016-05-08 08:45:00,2016-05-08 09:30:00
2016-05-08 10:30:00,2016-05-08 11:30:00
2016-05-13 13:15:00,2016-05-13 17:00:00
2016-05-14 19:30:00,2016-05-14 20:30:00
2016-05-14 22:15:00,2016-05-15 00:00:00
2016-05-15 01:00:00,2016-05-15 02:00:00
2016-05-19 19:30:00,2016-05-19 20:45:00
2016-05-22 12:45:00,2016-05-22 13:45:00
2016-05-30 15:45:00,2016-05-30 16:45:00
2016-06-05 11:00:00,2016-06-05 12:30:00
2016-06-05 15:00:00,2016-06-05 18:30:00
2016-06-12 23:00:00,2016-06-13 01:15:00
2016-06-13 04:30:00,2016-06-13 05:45:00
2016-06-13 18:15:00,2016-06-13 19:30:00
2016-06-22 10:00:00,2016-06-22 11:45:00
2016-06-28 18:30:00,2016-06-28 20:45:00
2016-07-01 17:45:00,2016-07-01 19:30:00
2016-07-07 14:45:00,2016-07-07 16:15:00
2016-07-09 06:00:00,2016-07-09 08:00:00
2016-07-09 12:15:00,2016-07-09 13:45:00
2016-07-09 22:30:00,2016-07-09 23:30:00
2016-07-10 10:15:00,2016-07-10 11:15:00
2016-07-14 14:45:00,2016-07-14 16:30:00
2016-07-18 13:45:00,2016-07-18 14:45:00
2016-07-18 19:30:00,2016-07-18 20:30:00
2016-07-22 20:30:00,2016-07-22 21:00:00
2016-07-22 21:45:00,2016-07-22 22:45:00
2016-07-23 12:15:00,2016-07-23 13:15:00
2016-07-23 14:00:00,2016-07-23 15:15:00
2016-08-01 08:45:00,2016-08-01 14:45:00
2016-08-12 16:00:00,2016-08-12 17:00:00
2016-08-13 18:15:00,2016-08-13 19:45:00
2016-08-16 15:30:00,2016-08-16 17:30:00
2016-08-16 20:45:00,2016-08-16 23:45:00
2016-08-17 00:30:00,2016-08-17 01:00:00
2016-08-21 20:15:00,2016-08-22 01:15:00
2016-08-31 02:00:00,2016-08-31 05:00:00
2016-08-31 23:00:00,2016-09-01 00:00:00
2016-09-08 18:30:00,2016-09-08 20:00:00
2016-09-11 06:00:00,2016-09-11 07:30:00
2016-09-14 10:00:00,2016-09-14 12:15:00
2016-09-17 23:30:00,2016-09-18 01:00:00
2016-09-23 01:15:00,2016-09-23 05:45:00
2016-09-23 09:45:00,2016-09-23 11:00:00
2016-09-27 02:45:00,2016-09-27 04:15:00
2016-10-03 13:30:00,2016-10-03 14:15:00
2016-10-21 13:15:00,2016-10-21 18:15:00
2016-10-21 23:45:00,2016-10-22 01:00:00
2016-10-22 12:30:00,2016-10-22 13:45:00
2016-10-22 15:45:00,2016-10-22 17:30:00
2016-10-28 07:15:00,2016-10-28 10:00:00
2016-10-29 06:15:00,2016-10-29 07:30:00
2016-10-29 08:45:00,2016-10-29 10:15:00
2016-11-03 07:45:00,2016-11-03 12:15:00
2016-11-11 06:45:00,2016-11-11 09:45:00
2016-11-15 19:00:00,2016-11-15 22:00:00
2016-11-16 05:45:00,2016-11-16 07:45:00
2016-11-16 12:15:00,2016-11-16 12:45:00
2016-11-20 09:15:00,2016-11-20 10:15:00
2016-11-29 09:45:00,2016-11-29 16:00:00
2016-11-29 17:30:00,2016-11-29 18:30:00
2016-12-01 03:00:00,2016-12-01 06:15:00
2016-12-18 05:15:00,2016-12-18 08:15:00
2016-12-18 09:30:00,2016-12-18 11:15:00
2016-12-27 00:45:00,2016-12-27 01:30:00
2017-01-12 06:45:00,2017-01-12 08:45:00
2017-01-12 22:00:00,2017-01-12 23:15:00
2017-01-24 05:00:00,2017-01-24 06:30:00
2017-01-26 10:15:00,2017-01-26 12:00:00
2017-02-08 11:15:00,2017-02-08 12:45:00
2017-02-19 12:00:00,2017-02-19 13:45:00
2017-02-23 12:45:00,2017-02-23 15:15:00
2017-02-24 12:15:00,2017-02-24 15:15:00
2017-02-25 11:30:00,2017-02-25 16:45:00
2017-02-25 20:15:00,2017-02-25 22:15:00
2017-03-01 08:00:00,2017-03-01 10:45:00
2017-03-01 18:15:00,2017-03-01 20:15:00
2017-03-01 23:45:00,2017-03-02 01:00:00
2017-03-08 04:45:00,2017-03-08 05:45:00
2017-03-27 09:30:00,2017-03-27 10:15:00
2017-03-28 14:15:00,2017-03-28 15:15:00
2017-04-02 13:15:00,2017-04-02 15:15:00
2017-04-04 19:15:00,2017-04-04 22:00:00
2017-04-06 13:00:00,2017-04-06 16:45:00
2017-04-06 20:15:00,2017-04-06 21:30:00
2017-04-09 12:15:00,2017-04-09 16:00:00
2017-04-10 10:00:00,2017-04-10 14:00:00
2017-04-11 09:00:00,2017-04-11 13:30:00
2017-04-13 13:00:00,2017-04-13 16:30:00
2017-04-14 11:15:00,2017-04-14 15:15:00
2017-04-15 10:45:00,2017-04-15 14:30:00
2017-04-15 19:45:00,2017-04-15 21:00:00
